Policy ID,Policyholder ID,Policy Type,Coverage Amount,Deductible,Premium Amount,Policy Start Date,Policy End Date,Name,Address,City,State,Zip,Age,Income,Credit Score,Property Type,Property Value,Square Footage,Year Built,Latitude,Longitude,Claim ID,Claim Date,Claim Type,Claim Amount,Claim Status,Number of Bedrooms,Number of Bathrooms,Roof Type,Construction Type,Proximity to Flood Zone,Proximity to Fire Station
POL0084,PH0084,Condo,322741,2131,1826,2022-06-28,2027-02-25,Jennifer Reese,"2760 Wright Fork Suite 443
Karenfort, TX 38768",Hernandezmouth,MI,43601,56,52405,726,Multi-Family,387289.2,1764,1913,36.893189,-147.296848,CLA0084,2022-11-23,Theft,13015,Open,2,3,Tile,Wood,Near,Near
POL0085,PH0085,Home,362352,574,1869,2020-04-07,2025-04-25,Michael Keller,"5102 Thompson Knolls Apt. 500
Clarktown, LA 12117",North Tamara,MS,25333,47,110596,735,Single Family,434822.39999999997,1533,1972,-2.757033,-176.383702,CLA0085,2021-07-15,Weather,5477,Open,2,2,Tile,Wood,Not Near,Not Near
POL0086,PH0086,Condo,272737,771,1440,2022-06-07,2028-11-24,Jennifer Mendez,"427 Gonzalez Cape Suite 429
Johnsonside, AL 29654",East Johnathan,KY,88443,38,59840,639,Condo,327284.39999999997,2128,1989,-83.0178865,-19.214150,CLA0086,2024-10-20,Weather,17565,Closed,4,1,Wood,Steel,Not Near,Not Near
POL0087,PH0087,Home,284874,1554,1579,2023-01-12,2024-07-20,Tiffany Brown,"680 Kathleen Courts
New Karenbury, WI 87430",Thomasmouth,HI,51456,37,79837,758,Condo,341848.8,2159,1925,-7.312061,-53.492513,CLA0087,2024-07-07,Fire,11466,Closed,1,3,Asphalt,Concrete,Near,Not Near
POL0088,PH0088,Renters,281095,500,1455,2019-10-02,2026-12-05,Judith Davis,"20450 Buchanan Street Apt. 958
Kimberlyland, RI 48155",Lake Zachary,NV,87551,58,85676,635,Multi-Family,337314.0,2434,1962,-37.875443,-60.333528,CLA0088,2025-11-06,Weather,9585,Open,2,2,Wood,Concrete,Near,Near
POL0089,PH0089,Home,184699,1285,1051,2020-11-21,2021-06-05,Kimberly Lewis,"674 James Wall Apt. 973
Jefferyhaven, VA 33495",Gregorymouth,AZ,45990,25,94188,704,Multi-Family,221638.8,1779,1922,6.648085,63.332225,CLA0089,2021-01-17,Fire,7183,Closed,5,1,Asphalt,Concrete,Near,Near
POL0090,PH0090,Condo,301885,1105,1619,2020-07-12,2029-06-13,Corey Howard,"4477 Garza Land
Mitchellland, NE 37026",Atkinsonview,FL,96209,53,58011,600,Condo,362262.0,2162,1961,33.263589,-83.633964,CLA0090,2024-03-12,Fire,18764,Open,4,1,Asphalt,Brick,Near,Not Near
POL0091,PH0091,Home,271536,1073,1464,2023-04-05,2025-07-29,Victor Zamora,"8060 Jackson Stravenue
East Adam, MT 08598",West Tracyport,NC,96394,40,76987,685,Multi-Family,325843.2,2055,1920,80.634822,-113.071556,CLA0091,2025-01-28,Fire,15476,Open,2,3,Tile,Wood,Not Near,Near
POL0092,PH0092,Renters,270781,702,1424,2022-06-17,2026-05-13,Tiffany Massey,"1406 Garcia Inlet
Lake Patriciaview, OK 85683",South Marychester,OH,32916,48,75824,723,Single Family,324937.2,2974,1944,-26.0342775,-94.874148,CLA0092,2023-04-29,Theft,9374,Open,3,1,Tile,Steel,Not Near,Not Near
POL0093,PH0093,Home,540158,2082,2908,2022-06-22,2024-04-11,Kevin Chambers,"931 Karina Court
South Nicholemouth, NC 95690",Alyssamouth,OH,95792,30,72961,790,Multi-Family,648189.6,1719,1938,75.5343805,176.148895,CLA0093,2022-07-20,Other,14841,Closed,4,1,Tile,Wood,Not Near,Near
POL0094,PH0094,Home,252249,1979,1459,2023-08-31,2025-11-27,Olivia Sanchez,"65701 Amanda Harbors
Brownview, OH 48688",Lake Joel,MA,58571,32,107235,623,Multi-Family,302698.8,2039,2000,69.8897945,-12.800989,CLA0094,2024-12-07,Weather,12817,Closed,3,3,Asphalt,Brick,Not Near,Not Near
POL0095,PH0095,Home,340549,2308,1933,2020-03-28,2022-12-05,Michele Lam,"791 Johnson Throughway
Emilymouth, OH 88101",Davidhaven,FL,52890,57,122691,726,Multi-Family,408658.8,1196,1972,-28.7980675,131.923305,CLA0095,2020-04-21,Weather,5247,Closed,4,2,Asphalt,Steel,Not Near,Near
POL0096,PH0096,Renters,300514,1001,1602,2023-05-02,2024-05-13,Victoria Alvarez,"0891 Nichols Haven
Lake Spencerfurt, MT 85328",East Andrewhaven,CO,20529,68,61857,699,Multi-Family,360616.8,1952,2019,-6.8080105,-33.094218,CLA0096,2023-07-05,Weather,14540,Open,2,3,Tile,Steel,Near,Near
POL0097,PH0097,Condo,285258,2053,1631,2020-02-10,2026-12-02,Ryan Fletcher,"7339 Tiffany Road
South Kim, CA 98567",Melissaborough,DE,62794,29,88393,668,Single Family,342309.6,2459,2018,-28.674057,102.925183,CLA0097,2023-09-27,Fire,4436,Open,3,2,Metal,Wood,Not Near,Near
POL0098,PH0098,Renters,256386,1934,1475,2021-09-10,2028-11-22,Shaun Holmes,"6214 Cobb Manors
Phillipton, OK 87024",Port Christianfurt,OH,79827,58,63484,772,Condo,307663.2,2018,1951,-54.0513415,45.270683,CLA0098,2025-02-23,Other,11674,Open,1,1,Asphalt,Wood,Not Near,Not Near
POL0099,PH0099,Home,308599,2271,1770,2023-09-05,2028-11-29,Brian Torres,"5217 Melissa Lane Apt. 919
North Josephville, DC 17565",South Kimberlyville,NM,44306,30,85705,674,Condo,370318.8,1058,1934,36.4044935,-127.892660,CLA0099,2027-01-21,Weather,12051,Open,4,2,Asphalt,Steel,Not Near,Not Near
POL0100,PH0100,Condo,157416,2277,1014,2020-06-10,2029-09-11,Tracy Alvarado,"069 Baird Manors Apt. 038
Michaeltown, UT 62854",East Kathleen,DC,92963,47,86047,667,Multi-Family,188899.19999999998,2286,1972,39.236501,58.363178,CLA0100,2028-01-23,Other,12554,Open,2,3,Asphalt,Steel,Near,Not Near
POL0101,PH0101,Renters,274988,1587,1533,2023-05-11,2025-08-08,Steven Banks,"479 Mark Heights
New Catherine, TX 10403",Thomasport,MN,88436,52,33274,656,Multi-Family,329985.6,2446,2018,-54.763334,30.148358,CLA0101,2024-03-29,Weather,14740,Closed,2,3,Asphalt,Concrete,Near,Not Near
POL0102,PH0102,Condo,312127,1902,1750,2021-10-30,2028-06-06,Rachel Garner,"362 Raymond Neck
North Connor, ND 79396",East Mark,WY,49262,66,48959,665,Condo,374552.39999999997,1468,1902,47.5646835,-127.461418,CLA0102,2023-11-10,Fire,10964,Open,2,1,Metal,Wood,Near,Near
POL0103,PH0103,Condo,446962,1166,2351,2022-09-27,2024-06-15,Tyler Reed,"6625 Gary Run Apt. 600
Michaelfort, RI 32552",East Loretta,DC,63379,49,68223,743,Single Family,536354.4,2179,1950,-11.920902,138.836052,CLA0103,2023-02-12,Weather,1738,Open,3,2,Asphalt,Steel,Near,Not Near
POL0104,PH0104,Home,294362,1948,1666,2022-08-06,2024-01-16,Yolanda Baird MD,"448 Robinson Manor Apt. 490
Lisaside, MN 50218",Port Catherine,CA,70465,63,87443,618,Condo,353234.39999999997,2943,1921,-1.807135,-77.623713,CLA0104,2023-02-01,Other,2283,Closed,5,1,Asphalt,Brick,Near,Near
POL0105,PH0105,Condo,220429,2011,1303,2019-11-04,2026-12-24,James Barrera,"85488 Shea Isle
South Jessicaland, NV 02416",Angelicaside,IN,69119,25,82824,765,Multi-Family,264514.8,1243,1930,-22.968706,-95.929822,CLA0105,2021-06-04,Fire,14617,Open,5,3,Asphalt,Concrete,Not Near,Near
POL0106,PH0106,Home,292736,1161,1579,2022-10-16,2026-01-12,Shannon James,"3404 Robinson Centers Suite 759
East Michealview, NM 22740",Holmeston,OK,70519,33,97786,681,Condo,351283.2,1614,1907,-43.012017,-173.073171,CLA0106,2023-05-23,Other,13419,Open,2,2,Asphalt,Brick,Not Near,Not Near
POL0107,PH0107,Home,252361,1561,1417,2023-05-22,2024-03-02,Derrick Reed,"822 Walter Freeway Apt. 503
Port Jasontown, MT 91000",West Shari,VT,34338,69,100153,646,Single Family,302833.2,1769,1915,24.4907165,-103.546984,CLA0107,2024-02-13,Fire,15017,Open,1,2,Asphalt,Concrete,Not Near,Not Near
POL0108,PH0108,Condo,392098,1163,2076,2019-09-19,2025-02-19,Stephen Martin,"92174 Miller Hill Suite 669
Curtisstad, WA 97234",Port Tracyfort,MO,47007,72,63039,669,Single Family,470517.6,1570,1935,55.665020,124.714961,CLA0108,2021-02-02,Fire,5680,Closed,1,2,Metal,Brick,Not Near,Not Near
POL0109,PH0109,Home,426253,1837,2314,2019-12-27,2026-12-15,Heather Scott,"1910 Kane Passage Apt. 305
North Angela, DC 23839",Daviston,MN,65560,31,64094,644,Single Family,511503.6,1528,1905,-49.2472445,156.583430,CLA0109,2026-03-22,Weather,9570,Open,5,1,Wood,Steel,Near,Near
POL0110,PH0110,Condo,224722,1295,1253,2022-10-05,2023-12-20,Roger Garcia,"510 Miller Pines Apt. 601
New Robert, WY 71661",Lake Sabrinaburgh,ID,80793,74,93985,769,Condo,269666.39999999997,1479,1960,48.1546585,-19.725025,CLA0110,2023-03-13,Weather,17168,Open,4,1,Metal,Concrete,Not Near,Near
POL0111,PH0111,Renters,449685,1063,2354,2020-12-25,2025-10-30,Clinton Scott,"Unit 7810 Box 8395
DPO AA 89215",Lake Paulstad,MN,22438,50,81315,757,Single Family,539622.0,2782,1954,17.3288665,163.200566,CLA0111,2023-03-28,Other,4804,Open,3,3,Metal,Steel,Near,Not Near
POL0112,PH0112,Home,125987,1714,801,2021-12-26,2026-05-09,Tami Knox,"30619 John Valleys
Joelview, AR 96180",Nicholasburgh,SD,08947,70,97235,643,Condo,151184.4,1677,1932,-9.587609,-46.890857,CLA0112,2025-10-17,Weather,9772,Closed,3,1,Tile,Steel,Not Near,Not Near
POL0113,PH0113,Renters,506310,1717,2703,2023-03-17,2026-03-31,Cody Riddle,"47829 Mary Cove
Watkinsville, PA 42488",Jayhaven,AR,07134,47,85907,679,Condo,607572.0,2105,2001,2.982762,121.098300,CLA0113,2024-05-05,Other,4220,Closed,4,1,Tile,Brick,Near,Not Near
POL0114,PH0114,Home,224174,1203,1241,2021-04-19,2026-07-20,Charles Johnson,"985 Garcia Pines Apt. 699
Barberfurt, WV 13458",Brianton,MI,12136,33,40403,824,Condo,269008.8,1520,1916,47.579946,164.131391,CLA0114,2023-08-04,Weather,7292,Closed,2,3,Tile,Concrete,Not Near,Near
POL0115,PH0115,Condo,201395,2029,1209,2019-09-20,2028-06-17,Nicole Carter,"51860 Davis Prairie
Mckinneyville, MS 62575",Hendersonport,TX,40240,46,124784,665,Condo,241674.0,2565,1987,-13.189589,-51.530928,CLA0115,2027-05-19,Other,12618,Closed,5,3,Tile,Wood,Near,Not Near
POL0116,PH0116,Home,387930,1501,2089,2022-10-04,2026-04-20,Steven Jones MD,"87679 Adrian Lights Apt. 211
Stewarthaven, MD 17601",East Darius,NC,12382,63,94451,689,Multi-Family,465516.0,1692,1903,-39.879408,50.071549,CLA0116,2025-08-16,Weather,11114,Open,4,1,Metal,Brick,Near,Not Near
POL0117,PH0117,Condo,343350,746,1791,2021-11-20,2029-08-16,Amanda Green,"5428 Cook Common
North Josephstad, LA 67365",West Johnport,CO,45882,55,99548,727,Multi-Family,412020.0,1382,1964,-49.4277565,-58.624556,CLA0117,2025-04-27,Fire,14001,Closed,1,3,Metal,Steel,Not Near,Near
POL0118,PH0118,Home,400188,1333,2134,2019-10-20,2029-09-09,Nicole Williams,"4732 Jennifer Spring
Gatesborough, FL 40186",Jamesport,VT,97617,32,68050,706,Multi-Family,480225.6,2196,1950,43.9885935,111.481012,CLA0118,2020-10-03,Other,18912,Closed,4,2,Tile,Concrete,Near,Not Near
POL0119,PH0119,Condo,285551,1314,1559,2019-11-28,2019-12-18,Steven Garcia,"USNS Brown
FPO AA 42063",South Saratown,WA,37946,52,140100,645,Single Family,342661.2,1941,1988,-40.6672695,-38.192557,CLA0119,2019-12-06,Other,14884,Open,2,1,Asphalt,Steel,Near,Near
POL0120,PH0120,Home,262976,1485,1463,2023-03-12,2025-07-13,Thomas Lopez,"4734 Bruce Dam Apt. 480
Port Steven, SC 88962",North Michael,MS,22259,55,53784,815,Single Family,315571.2,2095,1951,-79.9035295,-87.893296,CLA0120,2023-08-27,Weather,12847,Open,3,3,Wood,Wood,Not Near,Near
POL0121,PH0121,Renters,283586,1232,1541,2023-05-07,2024-06-05,Nicholas Evans,"5318 Anderson Knoll
Williamtown, NE 55529",Port Christopherville,MS,41382,31,51623,758,Multi-Family,340303.2,1609,1987,-46.890808,-148.874268,CLA0121,2024-01-01,Fire,9259,Open,3,2,Asphalt,Wood,Not Near,Not Near
POL0122,PH0122,Condo,259633,1566,1454,2019-11-24,2022-12-31,Matthew Blanchard,"58509 Christina Mountains
Thomasville, ID 66780",Hutchinsonton,GA,41462,42,74107,751,Single Family,311559.6,1224,2023,-64.323379,60.006809,CLA0122,2021-10-15,Other,6492,Closed,4,1,Metal,Steel,Near,Near
POL0123,PH0123,Home,215766,1286,1207,2022-08-28,2023-05-16,Jeffrey Smith,"16562 Chandler Manors Suite 424
Crystalview, NJ 80010",Ericburgh,VA,45481,28,101650,717,Single Family,258919.19999999998,2326,1965,27.807019,179.105229,CLA0123,2022-12-26,Other,15576,Open,1,3,Asphalt,Wood,Near,Near
POL0124,PH0124,Renters,316181,1468,1727,2022-10-22,2027-09-27,Matthew Thompson,"384 Keith Fork Suite 781
South Graceberg, LA 65896",Port Ashleyland,HI,03495,69,146198,693,Single Family,379417.2,2143,1956,-64.912546,74.976961,CLA0124,2024-10-31,Other,8595,Open,4,2,Metal,Brick,Near,Near
POL0125,PH0125,Condo,408312,1158,2157,2020-12-28,2024-08-30,Kayla Carpenter,"20882 Austin Squares Apt. 942
Mariahview, SC 20213",North Dawnbury,RI,43960,71,87405,675,Condo,489974.39999999997,2142,1941,59.8372925,62.056511,CLA0125,2023-08-10,Theft,13059,Closed,2,1,Tile,Wood,Near,Not Near
POL0126,PH0126,Home,396323,1830,2164,2023-01-09,2026-07-18,Jessica Jones,"9255 Cain Junction Suite 240
East Willie, AK 78476",Port Karla,WA,14440,49,107401,734,Multi-Family,475587.6,1360,1915,-35.9162355,108.170350,CLA0126,2024-07-15,Other,6665,Open,3,2,Asphalt,Steel,Not Near,Near
POL0127,PH0127,Condo,234423,1973,1369,2023-04-17,2026-03-31,Rachael Brown,"USCGC Newman
FPO AP 01870",North Georgeburgh,NM,03146,33,30000,697,Condo,281307.6,2263,1988,62.5972955,-49.188994,CLA0127,2026-03-20,Theft,12996,Open,4,1,Tile,Concrete,Not Near,Near
POL0128,PH0128,Condo,214921,1166,1191,2022-05-02,2025-01-24,Jeffrey Roberson,"3219 Thomas Fall Apt. 179
South Timothyfurt, UT 23774",North Jasmineville,KY,36773,65,88353,637,Condo,257905.19999999998,2612,1959,88.8692735,73.714055,CLA0128,2023-10-09,Fire,13069,Closed,2,1,Tile,Steel,Not Near,Not Near
POL0129,PH0129,Renters,206904,1704,1204,2022-01-26,2022-04-17,Sandra Rodriguez,"027 Mendez Streets Apt. 972
Davidchester, MS 23454",Lake Josephborough,OK,86378,52,66180,693,Single Family,248284.8,1672,1951,-23.9130815,-114.926752,CLA0129,2022-04-04,Weather,500,Open,1,2,Metal,Concrete,Not Near,Near
POL0130,PH0130,Condo,195278,1990,1175,2023-08-30,2029-03-13,Mitchell Martin,"56149 Dixon Turnpike
Lake Jeanette, AL 34421",Aaronberg,PA,06753,29,30000,706,Multi-Family,234333.6,1927,1963,71.310950,-123.424265,CLA0130,2023-10-15,Fire,10558,Closed,5,3,Tile,Brick,Near,Near
POL0131,PH0131,Home,213302,1494,1215,2020-08-11,2025-04-21,Marcus Schaefer,"2081 Sarah Land
Dianatown, HI 55581",Jayfort,HI,07255,74,54354,723,Single Family,255962.4,2335,1995,-39.1710735,78.111867,CLA0131,2023-11-18,Fire,13879,Open,1,3,Asphalt,Steel,Near,Near
POL0132,PH0132,Home,307626,1928,1730,2020-03-29,2024-05-18,Thomas Foster,"931 William Ports Apt. 645
West Kevinside, MT 54768",West Michael,KY,52198,60,68151,645,Condo,369151.2,2703,1956,-84.2543785,-103.163914,CLA0132,2021-10-28,Fire,7972,Open,5,3,Wood,Wood,Near,Near
POL0133,PH0133,Condo,155599,1226,900,2022-10-25,2026-03-27,Donna Howard,"34961 Michael Creek
Dennisburgh, ND 55254",Chadborough,NY,15506,56,79003,775,Condo,186718.8,2553,1955,57.873739,1.153479,CLA0133,2026-03-06,Theft,9157,Open,3,2,Metal,Brick,Not Near,Near
POL0134,PH0134,Renters,413939,1099,2179,2023-04-25,2027-06-26,Mallory Morris,"93154 Travis Pass Suite 630
Stephensside, HI 27271",West Austin,NC,98315,70,92328,717,Condo,496726.8,1415,1918,53.097951,166.288722,CLA0134,2026-10-01,Weather,17719,Closed,5,3,Tile,Concrete,Not Near,Near
POL0135,PH0135,Home,327644,1207,1758,2022-07-11,2024-08-06,Emma Johnson,"PSC 2471, Box 6859
APO AP 54031",Nathanland,ME,08600,33,77959,624,Multi-Family,393172.8,2995,2005,19.726238,38.968032,CLA0135,2023-01-10,Fire,5946,Open,3,3,Metal,Brick,Near,Not Near
POL0136,PH0136,Home,325417,859,1712,2020-01-19,2023-06-04,Lee King,"10275 Ricky Meadow Apt. 090
Port Emily, NE 40432",Frankhaven,CA,82761,44,110490,760,Multi-Family,390500.39999999997,3098,2008,-43.4369415,37.785735,CLA0136,2020-02-02,Theft,12601,Closed,3,2,Asphalt,Concrete,Not Near,Near
POL0137,PH0137,Condo,312914,1378,1702,2019-10-06,2019-12-28,Mrs. Danielle Estrada,"48259 Jones Plains Apt. 633
North Justinton, GA 10642",South Heather,CT,93309,43,87429,660,Multi-Family,375496.8,2419,1972,43.127975,105.448345,CLA0137,2019-12-12,Theft,12612,Open,5,1,Asphalt,Wood,Not Near,Near
POL0138,PH0138,Home,225646,1764,1304,2022-07-24,2025-12-19,Jennifer Ball,"20068 James Crescent Apt. 345
Owenshire, KY 70533",Pereztown,LA,75138,35,98014,665,Single Family,270775.2,2302,1993,-42.412948,-105.949484,CLA0138,2024-12-11,Fire,7765,Closed,4,1,Metal,Steel,Near,Not Near
POL0139,PH0139,Renters,341250,1670,1873,2022-04-04,2027-03-12,Destiny Mooney,"663 Yolanda Run Suite 644
Leonardtown, TX 14230",North Zachary,MO,09744,27,124787,694,Multi-Family,409500.0,1681,1959,-76.0277555,-98.224900,CLA0139,2025-10-19,Weather,14974,Open,5,2,Metal,Brick,Near,Not Near
POL0140,PH0140,Condo,207224,1586,1194,2020-04-19,2025-01-14,Dana Navarro,"05312 Scott Trace Apt. 123
Wrighthaven, ND 72069",New Markside,NJ,24737,51,70243,687,Multi-Family,248668.8,1979,1928,31.719187,-147.495748,CLA0140,2024-01-19,Theft,12423,Closed,3,3,Tile,Steel,Not Near,Not Near
POL0141,PH0141,Home,202563,958,1108,2022-09-07,2028-03-13,Ralph Lewis,"046 Amy Mall Suite 642
North Jennifer, ID 83913",Adrianberg,WY,66901,46,126432,728,Condo,243075.59999999998,1010,1927,-1.4289895,-93.241811,CLA0141,2023-04-25,Weather,21107,Closed,5,3,Metal,Wood,Near,Not Near
POL0142,PH0142,Home,412582,1663,2229,2021-04-14,2023-12-24,Sean Holmes,"PSC 5661, Box 0711
APO AP 17298",New Melissa,CO,86668,38,66211,716,Condo,495098.39999999997,2224,1963,12.9083985,130.837981,CLA0142,2021-05-11,Theft,4595,Open,2,3,Tile,Steel,Not Near,Not Near
POL0143,PH0143,Home,209494,1038,1151,2023-06-24,2024-06-12,Travis Thomas,"175 Rose Centers
Gordonshire, IN 25176",Lake Carl,IN,55559,39,132506,776,Condo,251392.8,2582,1931,-39.4361445,143.776127,CLA0143,2024-05-17,Theft,9477,Open,5,2,Asphalt,Wood,Near,Not Near
POL0144,PH0144,Condo,249886,2146,1464,2021-09-13,2026-07-06,John Johnson,"86813 Charles Forest
Lake Jodyberg, ID 66411",East Veronicaview,ID,49508,27,44663,740,Single Family,299863.2,2334,1993,31.9003585,50.755265,CLA0144,2023-05-23,Other,4639,Open,5,2,Tile,Brick,Not Near,Not Near
POL0145,PH0145,Condo,254857,1677,1441,2019-10-19,2023-09-12,Lauren Griffith,"3887 Bailey Stream
Port Anthony, AZ 31818",West Jamesshire,SC,81229,63,94933,643,Condo,305828.39999999997,2038,2014,-62.642399,-34.826772,CLA0145,2021-03-17,Weather,6971,Closed,2,1,Wood,Wood,Not Near,Near
POL0146,PH0146,Condo,365290,1019,1928,2021-08-30,2024-02-10,Jennifer Aguilar,"697 Jonathan Loaf
Heatherville, NE 17321",Gonzalezbury,ME,52916,42,30000,719,Condo,438348.0,3086,2017,-38.760773,51.104490,CLA0146,2021-12-06,Other,13433,Closed,4,3,Tile,Brick,Near,Not Near
POL0147,PH0147,Home,265004,1984,1523,2022-04-03,2027-11-21,Mark Brooks,"549 Roberts Divide
Lake Jacobmouth, KY 18517",Snyderstad,WA,24990,34,64972,779,Single Family,318004.8,2282,1920,-6.617762,-147.744948,CLA0147,2026-08-25,Fire,10303,Open,4,3,Tile,Steel,Near,Near
POL0148,PH0148,Renters,239754,705,1269,2022-09-08,2023-12-14,Melissa Landry,"674 Collins Trail Suite 300
Emmaton, OR 84131",New Markhaven,KY,46464,41,30000,648,Condo,287704.8,1004,1968,37.2916975,-167.552033,CLA0148,2023-07-08,Weather,14197,Open,1,3,Wood,Brick,Not Near,Not Near
POL0149,PH0149,Home,192168,1446,1105,2021-03-17,2025-06-11,Peggy Byrd,"144 Brenda Trace Suite 626
Port Kimberlymouth, MO 93131",North Cody,MN,89294,25,45154,735,Single Family,230601.6,2493,2009,79.965712,-162.891438,CLA0149,2024-03-27,Fire,9899,Closed,3,3,Metal,Concrete,Not Near,Near
POL0150,PH0150,Home,174651,1770,1050,2023-04-24,2028-04-23,Joseph Duffy,"5275 Lopez Viaduct
Lake Kevinport, NJ 27566",Martinezburgh,OH,70230,52,80772,729,Multi-Family,209581.19999999998,1443,2003,-87.3163375,-177.781060,CLA0150,2026-07-22,Theft,9641,Open,3,2,Metal,Steel,Near,Not Near
POL0151,PH0151,Home,456857,1643,2448,2023-02-08,2026-04-30,Lisa Brewer,"46834 Jonathan Square
New Raymondfurt, SC 60133",Penaborough,IN,08059,74,50577,659,Multi-Family,548228.4,2662,1971,-81.8152395,-48.464180,CLA0151,2025-08-28,Weather,18598,Open,2,2,Tile,Brick,Near,Near
POL0152,PH0152,Condo,199530,1473,1144,2020-12-18,2022-12-21,Ronnie Jackson,"66351 Justin Lane
Youngmouth, UT 34732",New Francisco,VT,73338,65,79584,685,Multi-Family,239436.0,1437,1968,69.0657995,-164.790475,CLA0152,2021-12-07,Other,12379,Open,4,2,Tile,Wood,Near,Near
POL0153,PH0153,Renters,429118,1654,2310,2019-11-02,2029-04-05,Brian Rojas,"1538 Jones Glens Suite 736
Hayleybury, SC 92446",New Kim,DC,67683,63,46192,753,Multi-Family,514941.6,1583,1954,32.727919,125.443412,CLA0153,2028-04-20,Weather,1052,Open,2,2,Asphalt,Steel,Not Near,Near
POL0154,PH0154,Renters,225247,1793,1305,2023-08-09,2027-10-28,Angela Jones,"363 Hanna Wells Suite 660
Barbaraburgh, OK 89519",East Andrea,TN,30369,47,48570,698,Single Family,270296.39999999997,2161,1925,-16.377592,-173.533434,CLA0154,2025-11-16,Weather,16957,Closed,1,1,Wood,Brick,Not Near,Near
POL0155,PH0155,Condo,117910,1108,700,2020-10-30,2023-11-18,Kenneth Jensen,"PSC 2247, Box 9492
APO AP 64897",East Samanthafort,IL,14611,37,54212,716,Condo,141492.0,2134,1992,-36.494704,107.281436,CLA0155,2023-02-27,Weather,4343,Open,5,2,Metal,Concrete,Near,Near
POL0156,PH0156,Condo,141715,903,798,2019-10-18,2029-02-10,Kathleen Thomas,"08127 Davis Fort Apt. 869
Katherineside, DC 23171",Elizabethview,NE,93680,62,34759,680,Single Family,170058.0,2299,1906,20.2201965,8.841858,CLA0156,2023-06-04,Weather,14971,Open,3,3,Tile,Concrete,Not Near,Near
POL0157,PH0157,Renters,272284,1643,1525,2023-05-22,2028-11-10,Nicole Thompson,"226 Price Common
Wagnerborough, CO 73058",Jaredchester,OR,62095,66,30000,738,Condo,326740.8,2403,2004,-41.5597815,-152.711544,CLA0157,2025-10-04,Fire,8718,Closed,4,1,Tile,Brick,Not Near,Not Near
POL0158,PH0158,Home,189078,1759,1121,2021-07-08,2024-12-19,Laura Green,"34072 Everett Curve
Daleborough, SC 35026",Khanland,MD,61985,64,89482,688,Multi-Family,226893.6,1686,2005,70.9393805,-71.930985,CLA0158,2023-03-24,Other,11922,Closed,3,1,Metal,Brick,Not Near,Near
POL0159,PH0159,Home,319326,1163,1712,2023-09-02,2025-04-25,Rhonda Martin,"3399 Fisher Ramp
Hernandezchester, CT 52707",New David,DE,32998,64,95933,655,Multi-Family,383191.2,2648,2019,84.7664225,49.544924,CLA0159,2024-05-14,Other,8501,Open,4,1,Metal,Steel,Near,Near
POL0160,PH0160,Home,356239,1935,1974,2021-04-15,2023-09-20,Joy Blankenship,"USNV Smith
FPO AA 01827",Michaelhaven,GA,76894,46,84610,734,Multi-Family,427486.8,1696,1964,-29.666106,-102.319414,CLA0160,2021-06-21,Other,5685,Closed,1,3,Asphalt,Wood,Near,Near
POL0161,PH0161,Condo,315716,1069,1685,2022-05-20,2028-09-17,David Hansen,"4709 Christine Green Suite 073
South Raymond, DE 49497",Amyfurt,CO,88681,56,70839,754,Multi-Family,378859.2,2063,1981,-19.808890,64.229247,CLA0161,2023-07-20,Theft,14721,Open,2,3,Asphalt,Concrete,Not Near,Near
